Transaction ID,Customer ID,Product Category,Product Name,Quantity,Unit Price,Total Amount,Purchase Date,Customer City,Payment Method
TXN-20260465,CUST-1732,Groceries,Sugar 5kg,4,726.22,2904.88,13/04/2026,Faisalabad,Debit Card
TXN-20260466,CUST-1430,Supermarket Sales,Toothpaste,2,360.5,721,29/01/2026,Karachi,Cash
TXN-20260467,CUST-2396,Clothing,T-Shirt,5,1189.92,5949.6,04/05/2026,Rawalpindi,EasyPaisa
TXN-20260468,CUST-1511,Clothing,Socks Pack,3,592.79,1778.37,06/06/2026,Lahore,Credit Card
TXN-20260469,CUST-2365,Supermarket Sales,Toothpaste,4,336.45,1345.8,23/04/2026,Lahore,Cash
TXN-20260470,CUST-1210,Groceries,Sugar 5kg,5,713.43,3567.15,28/05/2026,Multan,JazzCash
TXN-20260471,CUST-1724,Clothing,Kurtas,5,3005.73,15028.65,25/01/2026,Faisalabad,Credit Card
TXN-20260472,CUST-2146,Supermarket Sales,Body Wash,4,660.64,2642.56,08/02/2026,Rawalpindi,JazzCash
TXN-20260473,CUST-1832,Electronics,Smart Phone,2,45645.29,91290.58,10/05/2026,Faisalabad,EasyPaisa
TXN-20260474,CUST-2271,Clothing,T-Shirt,3,1230.17,3690.51,03/03/2026,Islamabad,Debit Card
TXN-20260475,CUST-1316,Electronics,Smart Watch,4,5833.62,23334.48,14/04/2026,Karachi,Cash
TXN-20260476,CUST-1484,Supermarket Sales,Toothpaste,4,360.54,1442.16,23/01/2026,Faisalabad,EasyPaisa
TXN-20260477,CUST-1332,Groceries,Cooking Oil 5L,1,2724.97,2724.97,27/01/2026,Faisalabad,EasyPaisa
TXN-20260478,CUST-1362,Electronics,Smart Watch,1,6029.46,6029.46,04/06/2026,Rawalpindi,Debit Card
TXN-20260479,CUST-1844,Restaurant Orders,Molten Lava Cake,4,436.81,1747.24,29/03/2026,Islamabad,Cash
TXN-20260480,CUST-1050,Clothing,Jacket,5,4424.39,22121.95,03/06/2026,Faisalabad,Debit Card
TXN-20260481,CUST-1367,Supermarket Sales,Shampoo,2,815.78,1631.56,01/01/2026,Islamabad,Debit Card
TXN-20260482,CUST-1680,Groceries,Milk Pack 1L,1,290.64,290.64,12/01/2026,Karachi,EasyPaisa
TXN-20260483,CUST-1843,Clothing,Jacket,5,4323.13,21615.65,20/02/2026,Karachi,Cash
TXN-20260484,CUST-2371,Supermarket Sales,Detergent Powder,2,1393.99,2787.98,28/03/2026,Lahore,EasyPaisa
TXN-20260485,CUST-1508,Electronics,Smart Watch,4,5773.93,23095.72,28/04/2026,Multan,JazzCash
TXN-20260486,CUST-1546,Restaurant Orders,Burger Combo,1,889.43,889.43,16/05/2026,Multan,Cash
TXN-20260487,CUST-1326,Restaurant Orders,Cold Drink 1.5L,4,155.08,620.32,11/05/2026,Karachi,JazzCash
TXN-20260488,CUST-2436,Clothing,Jeans,5,2112.78,10563.9,05/06/2026,Islamabad,JazzCash
TXN-20260489,CUST-1221,Supermarket Sales,Toothpaste,2,366.78,733.56,12/03/2026,Faisalabad,Debit Card
TXN-20260490,CUST-1783,Groceries,Tea Pack,2,978.96,1957.92,16/04/2026,Rawalpindi,JazzCash
TXN-20260491,CUST-1079,Groceries,Milk Pack 1L,5,300.46,1502.3,11/06/2026,Karachi,Credit Card
TXN-20260492,CUST-1963,Clothing,Socks Pack,3,612.86,1838.58,03/02/2026,Multan,Credit Card
TXN-20260493,CUST-1455,Restaurant Orders,Molten Lava Cake,3,458.74,1376.22,30/01/2026,Islamabad,JazzCash
TXN-20260494,CUST-1408,Supermarket Sales,Dishwasher Liquid,4,453.18,1812.72,17/05/2026,Islamabad,EasyPaisa
TXN-20260495,CUST-1942,Electronics,Smart Watch,4,5763.88,23055.52,07/02/2026,Lahore,Cash
TXN-20260496,CUST-1716,Clothing,Kurtas,2,3075.06,6150.12,15/03/2026,Multan,Debit Card
TXN-20260497,CUST-1625,Clothing,T-Shirt,3,1222.87,3668.61,22/02/2026,Rawalpindi,Cash
TXN-20260498,CUST-1466,Groceries,Tea Pack,5,912.24,4561.2,27/02/2026,Multan,JazzCash
TXN-20260499,CUST-1456,Supermarket Sales,Detergent Powder,3,1401.53,4204.59,20/06/2026,Lahore,EasyPaisa
TXN-20260500,CUST-1048,Supermarket Sales,Toothpaste,3,365.98,1097.94,22/05/2026,Lahore,Cash
TXN-20260501,CUST-2351,Groceries,Basmati Rice 5kg,4,1821.7,7286.8,27/02/2026,Multan,Debit Card
TXN-20260502,CUST-1395,Restaurant Orders,Molten Lava Cake,2,460.73,921.46,19/02/2026,Islamabad,EasyPaisa
TXN-20260503,CUST-1816,Clothing,T-Shirt,2,1162.44,2324.88,12/05/2026,Lahore,EasyPaisa
TXN-20260504,CUST-1672,Electronics,Power Bank,3,2444.78,7334.34,03/02/2026,Karachi,JazzCash
TXN-20260505,CUST-1570,Groceries,Cooking Oil 5L,2,2555.95,5111.9,11/01/2026,Karachi,Debit Card
TXN-20260506,CUST-1142,Restaurant Orders,Pizza Large,5,1695.15,8475.75,19/06/2026,Islamabad,EasyPaisa
TXN-20260507,CUST-1571,Restaurant Orders,Molten Lava Cake,3,443.61,1330.83,15/05/2026,Karachi,Credit Card
TXN-20260508,CUST-1719,Restaurant Orders,Pizza Large,2,1697.23,3394.46,17/04/2026,Rawalpindi,JazzCash
TXN-20260509,CUST-2313,Supermarket Sales,Shampoo,2,837.2,1674.4,19/06/2026,Islamabad,Debit Card
TXN-20260510,CUST-2043,Groceries,Sugar 5kg,5,728.88,3644.4,16/05/2026,Faisalabad,JazzCash
TXN-20260511,CUST-1818,Electronics,Smart Phone,4,45760.22,183040.88,03/03/2026,Multan,JazzCash
TXN-20260512,CUST-2391,Restaurant Orders,Burger Combo,3,889.01,2667.03,08/04/2026,Lahore,EasyPaisa
TXN-20260513,CUST-2098,Groceries,Milk Pack 1L,1,296.5,296.5,13/05/2026,Islamabad,JazzCash
TXN-20260514,CUST-1678,Restaurant Orders,Cold Drink 1.5L,3,149.8,449.4,16/06/2026,Karachi,Debit Card
TXN-20260515,CUST-1056,Restaurant Orders,Pizza Large,2,1723.95,3447.9,18/05/2026,Rawalpindi,Cash
TXN-20260516,CUST-1236,Electronics,Laptop,2,86447.85,172895.7,19/04/2026,Lahore,Credit Card
TXN-20260517,CUST-1534,Restaurant Orders,Cold Drink 1.5L,1,152.2,152.2,09/02/2026,Lahore,EasyPaisa
TXN-20260518,CUST-1365,Groceries,Cooking Oil 5L,1,2492.76,2492.76,15/02/2026,Islamabad,JazzCash
TXN-20260519,CUST-2189,Electronics,Smart Watch,3,6192.97,18578.91,15/04/2026,Faisalabad,EasyPaisa
TXN-20260520,CUST-1543,Supermarket Sales,Toothpaste,4,343.57,1374.28,31/01/2026,Rawalpindi,Cash
TXN-20260521,CUST-1078,Restaurant Orders,Pizza Large,5,1692.23,8461.15,12/01/2026,Multan,Cash
TXN-20260522,CUST-1222,Groceries,Milk Pack 1L,3,278.58,835.74,05/06/2026,Lahore,Debit Card
TXN-20260523,CUST-2221,Supermarket Sales,Toothpaste,1,346.33,346.33,02/05/2026,Karachi,JazzCash
TXN-20260524,CUST-1889,Clothing,Jeans,5,2254.29,,17/03/2026,Multan,Credit Card
TXN-20260525,CUST-1707,Groceries,Sugar 5kg,1,784.3,784.3,22/05/2026,Rawalpindi,Credit Card
TXN-20260526,CUST-2492,Electronics,Smart Phone,5,42772.63,213863.15,11/04/2026,Rawalpindi,JazzCash
TXN-20260527,CUST-1642,Electronics,Bluetooth Speaker,3,3398.52,10195.56,24/02/2026,Faisalabad,JazzCash
TXN-20260528,CUST-1893,Clothing,Jeans,5,2130.48,10652.4,06/03/2026,Karachi,Cash
TXN-20260529,CUST-2241,Clothing,Socks Pack,5,621.14,3105.7,29/04/2026,Multan,JazzCash
TXN-20260530,CUST-2047,Electronics,Bluetooth Speaker,3,3560.09,10680.27,26/01/2026,Karachi,JazzCash
TXN-20260531,CUST-1236,Supermarket Sales,Body Wash,2,640.71,1281.42,26/01/2026,Islamabad,JazzCash
TXN-20260532,CUST-1788,Electronics,Laptop,4,83451.18,333804.72,26/03/2026,Rawalpindi,Debit Card
TXN-20260533,CUST-2180,Restaurant Orders,Burger Combo,3,855.57,2566.71,22/03/2026,Faisalabad,Credit Card
TXN-20260534,CUST-1389,Electronics,Bluetooth Speaker,2,3411.16,6822.32,14/06/2026,Faisalabad,Debit Card
TXN-20260535,CUST-1521,Groceries,Basmati Rice 5kg,3,1832.32,5496.96,03/05/2026,Faisalabad,EasyPaisa
TXN-20260536,CUST-1090,Groceries,Sugar 5kg,1,749.02,749.02,14/02/2026,Multan,JazzCash
TXN-20260537,CUST-2451,Electronics,Bluetooth Speaker,2,3625.55,7251.1,18/05/2026,Karachi,Debit Card
TXN-20260538,CUST-1893,Electronics,Smart Phone,5,46764.47,233822.35,11/06/2026,Lahore,JazzCash
TXN-20260539,CUST-1003,Restaurant Orders,Cold Drink 1.5L,2,154.04,308.08,10/01/2026,Rawalpindi,Debit Card
TXN-20260540,CUST-2064,Restaurant Orders,Molten Lava Cake,2,448.74,897.48,04/04/2026,Faisalabad,Credit Card
TXN-20260541,CUST-2102,Restaurant Orders,Biryani Platter,5,578.03,2890.15,11/05/2026,Lahore,EasyPaisa
TXN-20260542,CUST-2406,Groceries,Milk Pack 1L,2,275.81,551.62,07/06/2026,Multan,Credit Card
TXN-20260543,CUST-2473,Restaurant Orders,Burger Combo,2,845.43,1690.86,25/05/2026,Rawalpindi,Credit Card
TXN-20260544,CUST-2373,Supermarket Sales,Body Wash,4,620.13,2480.52,01/03/2026,Lahore,Debit Card
TXN-20260545,CUST-1403,Groceries,Basmati Rice 5kg,2,1717.71,3435.42,13/05/2026,Islamabad,EasyPaisa
TXN-20260546,CUST-1745,Supermarket Sales,Toothpaste,1,363.35,363.35,16/06/2026,Islamabad,Cash
TXN-20260547,CUST-1883,Restaurant Orders,Biryani Platter,3,620.09,1860.27,29/05/2026,Rawalpindi,JazzCash
TXN-20260548,CUST-1143,Clothing,Jacket,3,4569.15,13707.45,31/05/2026,Multan,Cash
TXN-20260549,CUST-2360,Restaurant Orders,Biryani Platter,2,592.58,1185.16,13/05/2026,Faisalabad,Debit Card
TXN-20260550,CUST-1676,Groceries,Tea Pack,5,977.8,4889,02/01/2026,Rawalpindi,Credit Card
TXN-20260551,CUST-2276,Supermarket Sales,Detergent Powder,5,1362.2,6811,14/06/2026,Islamabad,Credit Card
TXN-20260552,CUST-1642,Clothing,Jeans,5,2124.62,10623.1,31/01/2026,Multan,Credit Card
TXN-20260553,CUST-2358,Supermarket Sales,Body Wash,4,664.32,2657.28,03/05/2026,Faisalabad,Credit Card
TXN-20260554,CUST-1255,Restaurant Orders,Burger Combo,4,862.52,3450.08,06/01/2026,Karachi,Cash
TXN-20260555,CUST-2474,Clothing,Socks Pack,2,605.54,1211.08,11/06/2026,Rawalpindi,Cash
TXN-20260556,CUST-1615,Restaurant Orders,Burger Combo,3,812.25,2436.75,16/02/2026,Rawalpindi,EasyPaisa
TXN-20260557,CUST-2038,Restaurant Orders,Molten Lava Cake,3,456.19,1368.57,22/01/2026,Karachi,EasyPaisa
TXN-20260558,CUST-1633,Restaurant Orders,Cold Drink 1.5L,2,155.51,311.02,26/02/2026,Faisalabad,JazzCash
TXN-20260559,CUST-2365,Clothing,Socks Pack,2,619.23,1238.46,09/06/2026,Multan,JazzCash
TXN-20260560,CUST-1836,Groceries,Basmati Rice 5kg,3,1840.35,5521.05,27/04/2026,Rawalpindi,JazzCash
TXN-20260561,CUST-1668,Electronics,Laptop,2,83964.8,167929.6,28/01/2026,Lahore,Credit Card
TXN-20260562,CUST-1824,Restaurant Orders,Molten Lava Cake,2,458.3,916.6,05/06/2026,Lahore,Credit Card
TXN-20260563,CUST-2427,Supermarket Sales,Dishwasher Liquid,5,454.49,2272.45,09/05/2026,Lahore,Cash
TXN-20260564,CUST-1605,Supermarket Sales,Detergent Powder,5,1456.28,7281.4,01/01/2026,Multan,EasyPaisa
TXN-20260565,CUST-2135,Restaurant Orders,Cold Drink 1.5L,1,148.06,148.06,16/05/2026,Faisalabad,Credit Card
TXN-20260566,CUST-1260,Supermarket Sales,Toothpaste,5,344.77,1723.85,26/01/2026,Faisalabad,Credit Card
TXN-20260567,CUST-1392,Groceries,Tea Pack,1,975.26,975.26,14/03/2026,Rawalpindi,JazzCash
TXN-20260568,CUST-1861,Supermarket Sales,Body Wash,1,629.79,629.79,28/05/2026,Rawalpindi,Cash
TXN-20260569,CUST-2361,Restaurant Orders,Pizza Large,2,1629.38,3258.76,22/03/2026,Faisalabad,Debit Card
TXN-20260570,CUST-1776,Electronics,Laptop,5,84371.61,421858.05,06/03/2026,Islamabad,JazzCash
TXN-20260571,CUST-2387,Supermarket Sales,Dishwasher Liquid,3,443.95,1331.85,12/04/2026,Karachi,EasyPaisa
TXN-20260572,CUST-1356,Restaurant Orders,Molten Lava Cake,3,449.21,1347.63,24/05/2026,Rawalpindi,EasyPaisa
TXN-20260573,CUST-2260,Groceries,Sugar 5kg,4,755.82,3023.28,05/02/2026,Multan,Cash
TXN-20260574,CUST-2165,Clothing,Jacket,2,4627.4,9254.8,26/01/2026,Karachi,JazzCash
TXN-20260575,CUST-1616,Supermarket Sales,Body Wash,5,669.56,3347.8,14/01/2026,Karachi,EasyPaisa
TXN-20260576,CUST-1831,Electronics,Smart Phone,4,46454.65,185818.6,03/06/2026,Faisalabad,Cash
TXN-20260577,CUST-2122,Electronics,Bluetooth Speaker,1,3402.62,3402.62,05/06/2026,Lahore,EasyPaisa
TXN-20260578,CUST-1000,Supermarket Sales,Dishwasher Liquid,3,457.03,1371.09,02/06/2026,Lahore,Credit Card
TXN-20260579,CUST-1622,Supermarket Sales,Toothpaste,5,332.87,1664.35,15/03/2026,Karachi,Cash
TXN-20260580,CUST-1587,Restaurant Orders,Molten Lava Cake,2,450.71,901.42,07/06/2026,Karachi,Cash
TXN-20260581,CUST-1430,Groceries,Basmati Rice 5kg,2,1827.9,3655.8,23/01/2026,Islamabad,EasyPaisa
TXN-20260582,CUST-1880,Groceries,Tea Pack,2,941.02,1882.04,13/05/2026,Lahore,Cash
TXN-20260583,CUST-2187,Electronics,Smart Watch,5,5870.7,29353.5,30/05/2026,Islamabad,Debit Card
TXN-20260584,CUST-2242,Groceries,Basmati Rice 5kg,2,1819.15,3638.3,27/04/2026,Faisalabad,JazzCash
TXN-20260585,CUST-2340,Electronics,Bluetooth Speaker,5,3386.26,16931.3,28/01/2026,Rawalpindi,Cash
TXN-20260586,CUST-1659,Restaurant Orders,Biryani Platter,1,590.4,590.4,12/05/2026,Islamabad,JazzCash
TXN-20260587,CUST-1952,Restaurant Orders,Biryani Platter,4,611.65,2446.6,25/05/2026,Faisalabad,Credit Card
TXN-20260588,CUST-1904,Groceries,Tea Pack,5,967.25,4836.25,08/01/2026,Faisalabad,Cash
TXN-20260589,CUST-1905,Groceries,Cooking Oil 5L,2,2569.5,5139,28/02/2026,Islamabad,EasyPaisa
TXN-20260590,CUST-2383,Groceries,Milk Pack 1L,3,291.03,873.09,05/03/2026,Islamabad,Cash
TXN-20260591,CUST-1437,Supermarket Sales,Body Wash,2,622.44,1244.88,02/05/2026,Islamabad,Debit Card
TXN-20260592,CUST-2046,Clothing,Socks Pack,2,586.14,1172.28,08/05/2026,Multan,Credit Card
TXN-20260593,CUST-1969,Clothing,Jeans,2,2282,4564,28/02/2026,Karachi,Credit Card
TXN-20260594,CUST-1347,Restaurant Orders,Biryani Platter,1,579.36,579.36,31/01/2026,Lahore,EasyPaisa
TXN-20260595,CUST-2349,Restaurant Orders,Pizza Large,5,1693.6,8468,11/01/2026,Faisalabad,Debit Card
TXN-20260596,CUST-1173,Restaurant Orders,Biryani Platter,5,599.54,2997.7,12/03/2026,Faisalabad,Credit Card
TXN-20260597,CUST-1581,Restaurant Orders,Biryani Platter,5,593.87,2969.35,02/02/2026,Lahore,JazzCash
TXN-20260598,CUST-2055,Supermarket Sales,Toothpaste,1,365.39,365.39,09/05/2026,Islamabad,EasyPaisa
TXN-20260599,CUST-2359,Clothing,Jacket,5,4714.43,23572.15,28/04/2026,Islamabad,Cash
TXN-20260600,CUST-2296,Electronics,Laptop,1,83975.14,83975.14,25/03/2026,Islamabad,JazzCash
TXN-20260601,CUST-2268,Groceries,Basmati Rice 5kg,2,1808.74,3617.48,10/03/2026,Faisalabad,JazzCash
TXN-20260602,CUST-1686,Groceries,Sugar 5kg,4,726.29,2905.16,23/02/2026,Faisalabad,Debit Card
TXN-20260603,CUST-1191,Groceries,Tea Pack,2,929.06,1858.12,27/05/2026,Karachi,JazzCash
TXN-20260604,CUST-1481,Clothing,T-Shirt,2,1226.5,2453,23/05/2026,Faisalabad,EasyPaisa
TXN-20260605,CUST-2377,Clothing,Jeans,2,2266.01,4532.02,02/05/2026,Lahore,Credit Card
TXN-20260606,CUST-1635,Supermarket Sales,Toothpaste,5,337.21,1686.05,17/05/2026,Multan,Debit Card
TXN-20260607,CUST-1460,Supermarket Sales,Body Wash,5,633.81,3169.05,13/01/2026,Faisalabad,Cash
TXN-20260608,CUST-1407,Clothing,T-Shirt,3,1165.86,3497.58,02/05/2026,Multan,Cash
TXN-20260609,CUST-1301,Supermarket Sales,Body Wash,3,634.38,1903.14,24/05/2026,Rawalpindi,Debit Card
TXN-20260610,CUST-1050,Groceries,Cooking Oil 5L,3,2577.06,,05/06/2026,Karachi,JazzCash
TXN-20260611,CUST-1094,Restaurant Orders,Molten Lava Cake,3,435.35,1306.05,01/04/2026,Islamabad,JazzCash
TXN-20260612,CUST-1501,Supermarket Sales,Toothpaste,4,363.64,1454.56,07/06/2026,Islamabad,EasyPaisa
TXN-20260613,CUST-1973,Clothing,Jeans,3,2230.93,6692.79,18/04/2026,Multan,JazzCash
TXN-20260614,CUST-2251,Restaurant Orders,Cold Drink 1.5L,1,155.23,155.23,21/01/2026,Karachi,Debit Card
TXN-20260615,CUST-1149,Clothing,Kurtas,3,2945.06,8835.18,10/03/2026,Rawalpindi,EasyPaisa
TXN-20260616,CUST-1932,Groceries,Tea Pack,3,976.69,2930.07,31/05/2026,Rawalpindi,EasyPaisa
TXN-20260617,CUST-1848,Supermarket Sales,Detergent Powder,1,1355.74,1355.74,02/02/2026,Multan,Credit Card
TXN-20260618,CUST-2289,Groceries,Cooking Oil 5L,4,2524.75,10099,27/01/2026,Lahore,Cash
TXN-20260619,CUST-2178,Supermarket Sales,Dishwasher Liquid,4,429.92,1719.68,15/05/2026,Lahore,Cash
TXN-20260620,CUST-1398,Groceries,Milk Pack 1L,4,280,1120,21/03/2026,Karachi,Credit Card
TXN-20260621,CUST-2471,Groceries,Tea Pack,2,962.02,1924.04,15/05/2026,Karachi,Cash
TXN-20260622,CUST-2426,Electronics,Bluetooth Speaker,3,3626.13,10878.39,02/05/2026,Faisalabad,JazzCash
TXN-20260623,CUST-1786,Groceries,Milk Pack 1L,5,288.4,1442,15/02/2026,Rawalpindi,JazzCash
TXN-20260624,CUST-2012,Supermarket Sales,Dishwasher Liquid,5,447.07,2235.35,21/03/2026,Islamabad,EasyPaisa
TXN-20260625,CUST-1818,Restaurant Orders,Burger Combo,4,875.9,3503.6,20/03/2026,Islamabad,EasyPaisa
TXN-20260626,CUST-1499,Groceries,Basmati Rice 5kg,1,1764.64,1764.64,14/05/2026,Karachi,Debit Card
TXN-20260627,CUST-1302,Groceries,Tea Pack,4,953.33,3813.32,03/05/2026,Islamabad,Cash
TXN-20260628,CUST-2343,Supermarket Sales,Body Wash,1,656.31,656.31,21/05/2026,Islamabad,Credit Card
TXN-20260629,CUST-2408,Supermarket Sales,Dishwasher Liquid,2,447.17,894.34,11/02/2026,Multan,EasyPaisa
TXN-20260630,CUST-1011,Supermarket Sales,Detergent Powder,4,1366.82,5467.28,10/06/2026,Karachi,JazzCash
TXN-20260631,CUST-1218,Restaurant Orders,Biryani Platter,5,587.08,2935.4,10/03/2026,Faisalabad,Credit Card
TXN-20260632,CUST-1870,Electronics,Laptop,1,81911.3,81911.3,13/06/2026,Faisalabad,JazzCash
TXN-20260633,CUST-1448,Supermarket Sales,Body Wash,4,663.03,2652.12,18/02/2026,Islamabad,Cash
TXN-20260634,CUST-1360,Clothing,T-Shirt,1,1256.37,1256.37,17/02/2026,Lahore,Debit Card
TXN-20260635,CUST-2425,Groceries,Basmati Rice 5kg,1,1838.74,1838.74,01/03/2026,Lahore,Credit Card
TXN-20260636,CUST-2060,Electronics,Power Bank,4,2429.3,9717.2,21/03/2026,Faisalabad,Debit Card
TXN-20260637,CUST-1951,Supermarket Sales,Shampoo,2,835.57,1671.14,15/01/2026,Islamabad,EasyPaisa
TXN-20260638,CUST-1102,Electronics,Smart Watch,2,5982.09,11964.18,06/03/2026,Faisalabad,Cash
TXN-20260639,CUST-2141,Electronics,Laptop,4,84020.78,336083.12,05/03/2026,Multan,Cash
TXN-20260640,CUST-1510,Clothing,Jacket,1,4605.9,4605.9,14/05/2026,Multan,Credit Card
TXN-20260641,CUST-1248,Supermarket Sales,Toothpaste,3,356.35,1069.05,24/03/2026,Karachi,Cash
TXN-20260642,CUST-1934,Restaurant Orders,Molten Lava Cake,4,433,1732,13/06/2026,Islamabad,Credit Card
TXN-20260643,CUST-1273,Groceries,Cooking Oil 5L,2,2694.55,5389.1,29/01/2026,Karachi,EasyPaisa
TXN-20260644,CUST-1951,Groceries,Cooking Oil 5L,3,2513.51,7540.53,30/05/2026,Lahore,EasyPaisa
TXN-20260645,CUST-2367,Clothing,T-Shirt,5,1256.26,6281.3,02/05/2026,Multan,JazzCash
TXN-20260646,CUST-2087,Clothing,Kurtas,2,3081.24,6162.48,10/02/2026,Faisalabad,Cash
TXN-20260647,CUST-2144,Restaurant Orders,Biryani Platter,1,625.85,625.85,16/01/2026,Islamabad,Credit Card
TXN-20260648,CUST-2219,Restaurant Orders,Pizza Large,2,1588.26,3176.52,23/03/2026,Rawalpindi,Debit Card
TXN-20260649,CUST-1649,Supermarket Sales,Detergent Powder,4,1332.99,5331.96,02/04/2026,Multan,Credit Card
TXN-20260650,CUST-1906,Groceries,Cooking Oil 5L,4,2596.18,10384.72,24/05/2026,Islamabad,JazzCash
TXN-20260651,CUST-2254,Supermarket Sales,Detergent Powder,5,1409.34,7046.7,31/03/2026,Islamabad,EasyPaisa
TXN-20260652,CUST-2473,Groceries,Milk Pack 1L,5,302.02,1510.1,11/02/2026,Lahore,JazzCash
TXN-20260653,CUST-2033,Clothing,Jacket,3,4408.05,13224.15,19/05/2026,Islamabad,EasyPaisa
TXN-20260654,CUST-1873,Electronics,Smart Watch,2,5927.43,11854.86,05/01/2026,Rawalpindi,Debit Card
TXN-20260655,CUST-2122,Restaurant Orders,Burger Combo,1,834.76,834.76,18/06/2026,Rawalpindi,EasyPaisa
TXN-20260656,CUST-1913,Clothing,Socks Pack,5,610.99,3054.95,09/02/2026,Rawalpindi,Debit Card
TXN-20260657,CUST-1325,Groceries,Tea Pack,1,963.39,963.39,25/01/2026,Rawalpindi,Cash
TXN-20260658,CUST-1972,Electronics,Laptop,1,82268.43,82268.43,21/02/2026,Lahore,EasyPaisa
TXN-20260659,CUST-1921,Clothing,T-Shirt,4,1143.82,4575.28,18/06/2026,Faisalabad,JazzCash
TXN-20260660,CUST-1530,Restaurant Orders,Molten Lava Cake,3,439.02,1317.06,26/02/2026,Rawalpindi,Cash
TXN-20260661,CUST-1506,Electronics,Laptop,1,86323.87,86323.87,30/04/2026,Multan,Cash
TXN-20260662,CUST-2305,Groceries,Milk Pack 1L,4,297.06,1188.24,05/04/2026,Multan,Cash
TXN-20260663,CUST-1567,Restaurant Orders,Biryani Platter,1,601.74,601.74,19/03/2026,Lahore,Credit Card
TXN-20260664,CUST-2067,Restaurant Orders,Pizza Large,2,1584.2,3168.4,17/05/2026,Faisalabad,Credit Card
TXN-20260665,CUST-1992,Clothing,Socks Pack,5,609.41,3047.05,10/06/2026,Karachi,JazzCash
TXN-20260666,CUST-2283,Restaurant Orders,Cold Drink 1.5L,5,153.69,768.45,02/04/2026,Multan,EasyPaisa
TXN-20260667,CUST-1489,Supermarket Sales,Shampoo,2,821.68,1643.36,21/05/2026,Faisalabad,JazzCash
TXN-20260668,CUST-1562,Groceries,Basmati Rice 5kg,5,1806.1,9030.5,24/04/2026,Islamabad,Debit Card
TXN-20260669,CUST-1900,Restaurant Orders,Biryani Platter,4,620.69,2482.76,12/06/2026,Faisalabad,Debit Card
TXN-20260670,CUST-1158,Restaurant Orders,Burger Combo,2,855.37,1710.74,07/04/2026,Rawalpindi,Debit Card
TXN-20260671,CUST-2461,Groceries,Tea Pack,4,945.01,3780.04,01/01/2026,Multan,Cash
TXN-20260672,CUST-1585,Groceries,Milk Pack 1L,2,275.97,551.94,19/03/2026,Lahore,Debit Card
TXN-20260673,CUST-1480,Clothing,Jeans,1,2278.26,2278.26,12/03/2026,Rawalpindi,JazzCash
TXN-20260674,CUST-1556,Restaurant Orders,Molten Lava Cake,2,469.17,938.34,25/01/2026,Lahore,EasyPaisa
TXN-20260675,CUST-1687,Groceries,Basmati Rice 5kg,3,1734.91,5204.73,30/05/2026,Karachi,Credit Card
TXN-20260676,CUST-1654,Groceries,Sugar 5kg,4,719.39,2877.56,26/05/2026,Karachi,Cash
TXN-20260677,CUST-2106,Groceries,Tea Pack,5,918.93,,25/01/2026,Rawalpindi,Debit Card
TXN-20260678,CUST-1165,Electronics,Smart Watch,1,5928.93,5928.93,27/03/2026,Islamabad,EasyPaisa
TXN-20260679,CUST-1283,Supermarket Sales,Shampoo,2,881.43,1762.86,17/06/2026,Rawalpindi,Cash
TXN-20260680,CUST-1308,Supermarket Sales,Shampoo,1,833.41,833.41,23/03/2026,Rawalpindi,JazzCash
TXN-20260681,CUST-1473,Clothing,Kurtas,2,3000.72,6001.44,09/02/2026,Lahore,EasyPaisa
TXN-20260682,CUST-1784,Supermarket Sales,Dishwasher Liquid,1,453.39,453.39,26/02/2026,Faisalabad,Debit Card
TXN-20260683,CUST-2421,Supermarket Sales,Detergent Powder,1,1348.51,1348.51,02/05/2026,Rawalpindi,Cash
TXN-20260684,CUST-1312,Restaurant Orders,Cold Drink 1.5L,4,146.44,585.76,09/05/2026,Faisalabad,Credit Card
TXN-20260685,CUST-2446,Clothing,Jacket,4,4526.68,18106.72,12/04/2026,Multan,JazzCash
TXN-20260686,CUST-1438,Clothing,Socks Pack,5,606.96,3034.8,05/03/2026,Karachi,Cash
TXN-20260687,CUST-1131,Groceries,Tea Pack,5,933.22,4666.1,23/01/2026,Lahore,EasyPaisa
TXN-20260688,CUST-1849,Supermarket Sales,Body Wash,3,640.14,1920.42,30/03/2026,Rawalpindi,Cash
TXN-20260689,CUST-1834,Groceries,Basmati Rice 5kg,5,1887.78,9438.9,24/04/2026,Rawalpindi,Credit Card
TXN-20260690,CUST-1677,Supermarket Sales,Shampoo,2,886.06,1772.12,21/02/2026,Multan,Debit Card
TXN-20260691,CUST-2111,Clothing,T-Shirt,1,1153.48,1153.48,04/03/2026,Rawalpindi,Credit Card
TXN-20260692,CUST-1954,Groceries,Cooking Oil 5L,1,2559.25,2559.25,20/03/2026,Faisalabad,EasyPaisa
TXN-20260693,CUST-1851,Electronics,Bluetooth Speaker,5,3398.15,16990.75,24/02/2026,Karachi,JazzCash
TXN-20260694,CUST-1127,Restaurant Orders,Biryani Platter,5,602.93,3014.65,06/02/2026,Multan,Cash
TXN-20260695,CUST-1423,Supermarket Sales,Dishwasher Liquid,5,468.27,2341.35,12/01/2026,Islamabad,Credit Card
TXN-20260696,CUST-1860,Electronics,Bluetooth Speaker,5,3395.24,16976.2,11/03/2026,Lahore,EasyPaisa
